chapter,preRequest,description,coursetitle,material,father,textbook
"Introduction to Course & IR history,dividing_line,Key Concepts in IR,dividing_line,IR Models: Boolean and Extensions && Vector Space ,dividing_line,IR Models: Vector Space Cont. & Probabilistic ,dividing_line,IR Models: Probabilistic Models,dividing_line,Probabilistic Cont. : Introduction to Evaluation,dividing_line,Evaluation and Measures,dividing_line,IR Components Introduction: Relevance Feedback and LSI,dividing_line, Web and Graph Search ,dividing_line,Spring Break: No Class,dividing_line, NLP and Geographic IR ,dividing_line,Geographic IR & Web IR,dividing_line,TBA,dividing_line,MapReduce & Web IR,dividing_line, Mini-TREC reports and Wrapup ,dividing_line, RRR WEEK ,dividing_line,Final papers due,dividing_line",,,IR,,"[<Selector xpath='li' data=u'<li><p><strong>Introduction to Course &a'>, <Selector xpath='li' data=u'<li><p><strong>Key Concepts in IR</stron'>, <Selector xpath='li' data=u'<li><p><strong>IR Models: Boolean and Ex'>, <Selector xpath='li' data=u'<li><p><strong>IR Models: Vector Space C'>, <Selector xpath='li' data=u'<li><p><strong>IR Models: Probabilistic '>, <Selector xpath='li' data=u'<li><p><strong>Probabilistic Cont. : Int'>, <Selector xpath='li' data=u'<li><p><strong>Evaluation and Measures</'>, <Selector xpath='li' data=u'<li><p><strong>IR Components Introductio'>, <Selector xpath='li' data=u'<li><p><strong> Web and Graph Search </s'>, <Selector xpath='li' data=u'<li><p><strong>Spring Break: No Class</s'>, <Selector xpath='li' data=u'<li><p><strong> NLP and Geographic IR </'>, <Selector xpath='li' data=u'<li><p><strong>Geographic IR &amp; Web I'>, <Selector xpath='li' data=u'<li><p><strong>TBA</strong> -- <span cla'>, <Selector xpath='li' data=u'<li><p><strong>MapReduce &amp; Web IR</s'>, <Selector xpath='li' data=u'<li><p><strong> Mini-TREC reports and Wr'>, <Selector xpath='li' data=u'<li><p><strong> RRR WEEK </strong> -- <s'>, <Selector xpath='li' data=u'<li><p><strong>Final papers due</strong>'>]",
